Tweets,CleanedTweets,remove_Emojis,remove_nonEnglish,remove_unrelated_chars,remove_stopwords,cleanTweets,polarity,subjectivity,sentiment,neg,neu,pos,compound
"Fucking waiting forever in line at Costa because some cunt decided to bring his kids in for a breakfast. 
It’s 8am on a Tuesday morning, let me grab a coffee and go ffs","Fucking waiting forever in line at Costa because some cunt decided to bring his kids in for a breakfast. 
It’s 8am on a Tuesday morning, let me grab a coffee and go ffs",Fuckin  waitin  forever in line at Costa because some cunt decided to brin  his kids in for a breakfast   It s 8am on a Tuesday mornin   let me  rab a coffee and  o ffs,Fuckin  waitin  forever in line at Costa because some cunt decided to brin  his kids in for a breakfast   It s am on a Tuesday mornin   let me  rab a coffee and  o ffs,Fuckin  waitin  forever in line at Costa because some cunt decided to brin  his kids in for a breakfast   It s am on a Tuesday mornin   let me  rab a coffee and  o ffs,Fuckin waitin forever line Costa cunt decided brin kids breakfast It Tuesday mornin let rab coffee ffs,Fuckin waitin forever line Costa cunt decided brin kids breakfast It Tuesday mornin let rab coffee ffs,0.0,0.0,negative,0.318,0.682,0.0,-0.7906
"They closed unexpectedly 😳

https://t.co/AqCOsUBQnt","They closed unexpectedly 😳

",They closed unexpectedly    ,They closed unexpectedly    ,They closed unexpectedly    ,They closed unexpectedly,They closed unexpectedly,0.0,0.55,neutral,0.0,1.0,0.0,0.0
"https://t.co/PDDDwcw1a8

Sure costa have put ecstacy in my coffee. lmaoo 💃💃🎶🪩","

Sure costa have put ecstacy in my coffee. lmaoo 💃💃🎶🪩",  Sure costa have put ecstacy in my coffee  lmaoo     ,  Sure costa have put ecstacy in my coffee  lmaoo     ,  Sure costa have put ecstacy in my coffee  lmaoo     ,Sure costa put ecstacy coffee lmaoo,Sure costa put ecstacy coffee lmaoo,0.5,0.8888888888888888,positive,0.0,0.377,0.623,0.765
Costa Coffee Salted Caramel Latte Sachets Drinks £1.75 https://t.co/xqzWwv6sUs https://t.co/WMWI1bmyvH,Costa Coffee Salted Caramel Latte Sachets Drinks £1.75  ,Costa Coffee Salted Caramel Latte Sachets Drinks  1 75  ,Costa Coffee Salted Caramel Latte Sachets Drinks     ,Costa Coffee Salted Caramel Latte Sachets Drinks     ,Costa Coffee Salted Caramel Latte Sachets Drinks,Costa Coffee Salted Caramel Latte Sachets Drinks,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Reshma turned our store into her studio and so can you. What're you waiting for? Grab your colours and hit your nearest Costa Coffee outlet.
#LetsGetBrewing #LetsCollaborate #LetsCreate
#FuelYourExpression #FuelForCreativity #YouXCostaCoffee https://t.co/doD15Tl8tV","Reshma turned our store into her studio and so can you. What're you waiting for? Grab your colours and hit your nearest Costa Coffee outlet.
  
   ",Reshma turned our store into her studio and so can you  What re you waitin  for  Grab your colours and hit your nearest Costa Coffee outlet        ,Reshma turned our store into her studio and so can you  What re you waitin  for  Grab your colours and hit your nearest Costa Coffee outlet        ,Reshma turned our store into her studio and so can you  What re you waitin  for  Grab your colours and hit your nearest Costa Coffee outlet        ,Reshma turned store studio What waitin Grab colours hit nearest Costa Coffee outlet,Reshma turned store studio What waitin Grab colours hit nearest Costa Coffee outlet,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@homophonous When I return from Costa Rica I alwayz have:
1 bag full of coffee (45lbs)
1 bag full of cookies &amp; sweets (45lbs)"," When I return from Costa Rica I alwayz have:
1 bag full of coffee (45lbs)
1 bag full of cookies &amp; sweets (45lbs)", When I return from Costa Rica I alwayz have  1 ba  full of coffee  45lbs  1 ba  full of cookies  amp  sweets  45lbs , When I return from Costa Rica I alwayz have   ba  full of coffee  lbs   ba  full of cookies  amp  sweets  lbs , When I return from Costa Rica I alwayz have   ba  full of coffee  lbs   ba  full of cookies  amp  sweets  lbs ,When I return Costa Rica I alwayz ba full coffee lbs ba full cookies amp sweets lbs,When I return Costa Rica I alwayz ba full coffee lbs ba full cookies amp sweets lbs,0.35,0.55,positive,0.0,0.814,0.186,0.4939
"And a coffee mug pinched from Costa. Look, I don't make the rules either. It is what it is 🤷🏽‍♀️ https://t.co/Xx4ENn9wvx","And a coffee mug pinched from Costa. Look, I don't make the rules either. It is what it is 🤷🏽‍♀️ ",And a coffee mu  pinched from Costa  Look  I don t make the rules either  It is what it is       ,And a coffee mu  pinched from Costa  Look  I don t make the rules either  It is what it is       ,And a coffee mu  pinched from Costa  Look  I don t make the rules either  It is what it is       ,And coffee mu pinched Costa Look I make rules either It,And coffee mu pinched Costa Look I make rules either It,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Who doesn't love walking around Liverpool with your girlfriend :D With a Costa Coffee :D #Costa #CostaCoffee #Coffee #Liverpool #Girlfriend #Films #Movies #TvSeries #Toys #ActionFigures #Anime #Manga #Cartoon #Comics #Game #YouTube #Follow #Like #Love #Art #Photography… https://t.co/9SoPxJNIqL https://t.co/qgOMNXGWLF,Who doesn't love walking around Liverpool with your girlfriend :D With a Costa Coffee :D                     …  ,Who doesn t love walkin  around Liverpool with your  irlfriend  D With a Costa Coffee  D                        ,Who doesn t love walkin  around Liverpool with your  irlfriend  D With a Costa Coffee  D                        ,Who doesn t love walkin  around Liverpool with your  irlfriend  D With a Costa Coffee  D                        ,Who love walkin around Liverpool irlfriend D With Costa Coffee D,Who love walkin around Liverpool irlfriend D With Costa Coffee D,0.5,0.6,positive,0.0,0.656,0.344,0.6369
"Singgah Shell
Beli coffee diago Costa","Singgah Shell
Beli coffee diago Costa",Sin  ah Shell Beli coffee dia o Costa,Sin  ah Shell Beli coffee dia o Costa,Sin  ah Shell Beli coffee dia o Costa,Sin ah Shell Beli coffee dia Costa,Sin ah Shell Beli coffee dia Costa,0.0,0.0,negative,0.375,0.625,0.0,-0.5574
@tina0402x @Rossmac212 Costa is for people who like weak coffee and as a large has only 1 shot same as a medium you wouldn’t want it to be filled to the top or you wouldn’t taste the coffee at all. If you want anything from Costa that tastes of coffee go for a flat white.,  Costa is for people who like weak coffee and as a large has only 1 shot same as a medium you wouldn’t want it to be filled to the top or you wouldn’t taste the coffee at all. If you want anything from Costa that tastes of coffee go for a flat white.,  Costa is for people who like weak coffee and as a lar e has only 1 shot same as a medium you wouldn t want it to be filled to the top or you wouldn t taste the coffee at all  If you want anythin  from Costa that tastes of coffee  o for a flat white ,  Costa is for people who like weak coffee and as a lar e has only  shot same as a medium you wouldn t want it to be filled to the top or you wouldn t taste the coffee at all  If you want anythin  from Costa that tastes of coffee  o for a flat white ,  Costa is for people who like weak coffee and as a lar e has only  shot same as a medium you wouldn t want it to be filled to the top or you wouldn t taste the coffee at all  If you want anythin  from Costa that tastes of coffee  o for a flat white ,Costa people like weak coffee lar e shot medium want filled top taste coffee If want anythin Costa tastes coffee flat white,Costa people like weak coffee lar e shot medium want filled top taste coffee If want anythin Costa tastes coffee flat white,0.1,0.43,positive,0.112,0.62,0.267,0.25
@LozzaFox Have you noticed Costa coffee is having many issues with lack of staff. Even today a local Costa was closed due to sickness. Anecdotally it has something to do with franchise owners. Many paying less than minimum wage. You don’t get loyalty from undervalued staff., Have you noticed Costa coffee is having many issues with lack of staff. Even today a local Costa was closed due to sickness. Anecdotally it has something to do with franchise owners. Many paying less than minimum wage. You don’t get loyalty from undervalued staff., Have you noticed Costa coffee is havin  many issues with lack of staff  Even today a local Costa was closed due to sickness  Anecdotally it has somethin  to do with franchise owners  Many payin  less than minimum wa e  You don t  et loyalty from undervalued staff , Have you noticed Costa coffee is havin  many issues with lack of staff  Even today a local Costa was closed due to sickness  Anecdotally it has somethin  to do with franchise owners  Many payin  less than minimum wa e  You don t  et loyalty from undervalued staff , Have you noticed Costa coffee is havin  many issues with lack of staff  Even today a local Costa was closed due to sickness  Anecdotally it has somethin  to do with franchise owners  Many payin  less than minimum wa e  You don t  et loyalty from undervalued staff ,Have noticed Costa coffee havin many issues lack staff Even today local Costa closed due sickness Anecdotally somethin franchise owners Many payin less minimum wa e You et loyalty undervalued staff,Have noticed Costa coffee havin many issues lack staff Even today local Costa closed due sickness Anecdotally somethin franchise owners Many payin less minimum wa e You et loyalty undervalued staff,0.1013888888888889,0.2569444444444445,positive,0.068,0.828,0.104,0.296
@BeckettUnite Food bank rubbish go to St George’s see them all queuing at costa coffee, Food bank rubbish go to St George’s see them all queuing at costa coffee, Food bank rubbish  o to St Geor e s see them all queuin  at costa coffee, Food bank rubbish  o to St Geor e s see them all queuin  at costa coffee, Food bank rubbish  o to St Geor e s see them all queuin  at costa coffee,Food bank rubbish St Geor e see queuin costa coffee,Food bank rubbish St Geor e see queuin costa coffee,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@valfurla @Neyl1Young Non offenderti per quello che sto per scrivere.
Veramente io non ce l'ho con te. Non ti conosco ma mi sono andato a guardare la tua bio.
Io sono del '71. Praticamente siamo coetanei.
La mia esperienza a Londra è stata in un ostello e sfangarmi l'affitto con Costa Coffee.
Tu?","  Non offenderti per quello che sto per scrivere.
Veramente io non ce l'ho con te. Non ti conosco ma mi sono andato a guardare la tua bio.
Io sono del '71. Praticamente siamo coetanei.
La mia esperienza a Londra è stata in un ostello e sfangarmi l'affitto con Costa Coffee.
Tu?",  Non offenderti per quello che sto per scrivere  Veramente io non ce l ho con te  Non ti conosco ma mi sono andato a  uardare la tua bio  Io sono del  71  Praticamente siamo coetanei  La mia esperienza a Londra è stata in un ostello e sfan armi l affitto con Costa Coffee  Tu ,  Non offenderti per quello che sto per scrivere  Veramente io non ce l ho con te  Non ti conosco ma mi sono andato a  uardare la tua bio  Io sono del    Praticamente siamo coetanei  La mia esperienza a Londra  stata in un ostello e sfan armi l affitto con Costa Coffee  Tu ,  Non offenderti per quello che sto per scrivere  Veramente io non ce l ho con te  Non ti conosco ma mi sono andato a  uardare la tua bio  Io sono del    Praticamente siamo coetanei  La mia esperienza a Londra  stata in un ostello e sfan armi l affitto con Costa Coffee  Tu ,Non offenderti per quello che sto per scrivere Veramente io non ce l ho con te Non ti conosco mi sono andato uardare la tua bio Io sono del Praticamente siamo coetanei La mia esperienza Londra stata un ostello e sfan armi l affitto con Costa Coffee Tu,Non offenderti per quello che sto per scrivere Veramente io non ce l ho con te Non ti conosco mi sono andato uardare la tua bio Io sono del Praticamente siamo coetanei La mia esperienza Londra stata un ostello e sfan armi l affitto con Costa Coffee Tu,0.0,0.0,negative,0.048,0.952,0.0,-0.296
@tina0402x Use the Costa machine and play them at there own game ! Use a medium cup but push the button for a large coffee works a treat !, Use the Costa machine and play them at there own game ! Use a medium cup but push the button for a large coffee works a treat !, Use the Costa machine and play them at there own  ame   Use a medium cup but push the button for a lar e coffee works a treat  , Use the Costa machine and play them at there own  ame   Use a medium cup but push the button for a lar e coffee works a treat  , Use the Costa machine and play them at there own  ame   Use a medium cup but push the button for a lar e coffee works a treat  ,Use Costa machine play ame Use medium cup push button lar e coffee works treat,Use Costa machine play ame Use medium cup push button lar e coffee works treat,0.0,0.0,positive,0.0,0.702,0.298,0.6249
